,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs
1730,Jada Czysz-DeBoer,Hamline,0.0,0.0,2018,9.475,9.363,0.0
1731,Bridget Dean,LSU,9.725,6.769642857142857,2019,0.0,0.0,0.0
1732,Elyse Ryden,Ithaca College,0.0,0.0,2017,0.0,0.0,0.0
1733,Gabrielle Gallentine,Florida,9.525,9.15,2021,0.0,0.0,0.0
1734,Shania Adams,Alabama,9.675,7.071875,2021,9.95,9.67,9.83
1735,Brehanna Showers,Oklahoma,9.875,5.199999999999999,2018,9.8875,9.833,9.865
1736,Katey Digiacomo,Illinois State,9.175,9.175,2018,9.575,9.371,9.405
1737,Haylee Courson,Southern Conn.,8.3,8.2,2017,0.0,0.0,0.0
1738,Morgan Hart,Arizona State,9.5,7.00625,2017,9.775,9.625,0.0
1739,Chloe Lorange,Nebraska,9.0,9.0,2021,9.825,9.729,9.71
1740,Halli Briscoe,Oregon State,9.4,6.135416666666667,2018,0.0,0.0,0.0
1741,Melissa Temkov,Towson,9.45,9.383333333333333,2017,9.625,9.465,9.55
1742,Dahlia Solorzano-Caruso,S.E. Missouri,9.25,9.25,2021,9.85,9.706,9.785
1743,Serena Baker,UIC,9.4,9.058333333333334,2017,9.725,9.572,9.63
1744,Emily Kelly,Kent State,9.2,4.95,2018,0.0,0.0,0.0
1745,Katie Bailey,Alabama,9.95,6.733064516129032,2014,9.95,9.854,9.915
1746,Jah'Liyah Bedminster,LIU,9.25,9.25,2021,9.85,9.537,9.795
1747,Taylor Jackson,Springfield College,8.7,8.675,2017,9.725,9.373,9.59
1748,Angel Zhong,BYU,9.6,8.875,2017,9.85,9.769,9.84
1749,Taylor Chan,San Jose State,9.525,9.25,2017,9.9,9.757,9.835
1750,Ashlyn Kirby,LSU,9.75,6.345535714285713,2017,0.0,0.0,0.0
1751,Mallory Leneave,Minnesota,9.125,9.125,2021,0.0,0.0,0.0
1752,Kaitlyn Hall,Rutgers,9.85,6.052631578947368,2017,9.8,9.673,9.765
1753,Grace Garcia,Stanford,9.65,7.2,2019,9.775,9.557,9.595
1754,Kendra Benak,S.E. Missouri,8.75,5.816666666666666,2017,9.6,9.47,0.0
1755,Isabelle Wittebort,Michigan State,9.425,9.3125,2018,9.575,9.496,9.48
1756,Alex Johnston,Bowling Green,9.325,4.540625,2017,0.0,0.0,0.0
1757,Sabrina Vega,Georgia,9.75,9.625,2017,9.9,9.807,9.88
1758,Katrina Coca,Kentucky,9.75,7.558750000000001,2016,9.775,9.685,9.75
1759,Tess Zientek,Towson,9.35,9.35,2018,9.6,9.455,9.51
1760,Alicia Boren,Florida,10.0,7.768103448275862,2016,9.95,9.844,9.95
1761,Macy Toronjo,UCLA,9.825,7.929545454545454,2017,0.0,0.0,0.0
1762,Kirah Koshinski,West Virginia,10.0,7.699999999999999,2016,9.95,9.874,9.945
1763,Emma McLean,Michigan,9.825,6.695833333333333,2016,9.975,9.834,9.945
1764,Olivia Karas,Michigan,9.95,6.875000000000001,2016,9.975,9.845,9.95
1765,Sarah Means,Boise State,9.925,7.079347826086956,2016,9.925,9.797,9.9
1766,Jamie Stone,Ohio State,9.95,6.9696428571428575,2016,9.9,9.775,9.88
1767,Sabrina Garcia,Penn State,9.725,6.959677419354838,2016,9.85,9.701,9.83
1768,Sylvie Seilnacht,California,9.7,6.506249999999999,2016,9.9,9.792,9.87
1769,Jackie Sampson,Sacramento State,9.65,6.91607142857143,2016,0.0,0.0,0.0
1770,Erika Muhaw,Utah,9.9,7.461111111111111,2016,9.8,9.721,9.705
1771,Jenna Bresette,Alabama,9.75,6.570312499999999,2016,9.9,9.744,9.835
1772,Meredith LaRoche,Illinois State,9.725,7.1187499999999995,2016,9.875,9.701,9.815
1773,Alexa Phillips,North Carolina State,9.825,7.2015625000000005,2016,9.9,9.766,9.87
1774,Caitlyn Fillard,North Carolina State,9.8,7.4527777777777775,2016,9.85,9.763,9.82
1775,Sydney Converse,Iowa State,9.65,6.9722222222222205,2016,9.85,9.765,9.835
1776,Amanda Huang,Ohio State,9.525,7.438095238095239,2017,0.0,0.0,0.0
1777,Haylee Roe,Illinois,9.775,7.42638888888889,2016,9.775,9.66,9.76
1778,Ciara Gresham,Eastern Michigan,9.75,7.625,2016,9.875,9.684,9.83
1779,Morgan Porter,Missouri,9.775,7.309374999999998,2016,9.95,9.791,9.865
1780,Kaitlin Green,Cornell,9.525,6.296551724137931,2016,0.0,0.0,0.0
1781,Sarah Lippowitsch,Kent State,9.5,7.41125,2016,0.0,0.0,0.0
1782,Meaghan Sievers,Iowa State,9.825,7.171250000000001,2016,9.925,9.835,9.91
1783,Claire Kern,Denver,9.8,7.546551724137933,2016,0.0,0.0,0.0
1784,Sienna Crouse,Nebraska,9.7,7.164423076923076,2018,9.975,9.871,9.947
1785,Michaelee Turner,Missouri,9.65,6.851851851851851,2016,0.0,0.0,0.0
1786,Maya Washington,Washington,9.85,7.664000000000001,2017,0.0,0.0,0.0
1787,Shannon McNatt,Utah,9.9,6.588461538461538,2017,9.875,9.688,0.0
1788,Kaprece Nadonza,San Jose State,9.5,7.00625,2017,9.85,9.728,9.81
1789,Maggie Tamburro,North Carolina State,9.825,8.196428571428571,2016,9.8,9.711,9.765
1790,Brittany West,Pittsburgh,9.725,7.477586206896552,2016,9.775,9.653,9.755
1791,Skyler Sheppard,Arizona,9.9,7.150961538461537,2016,9.875,9.692,9.655
1792,Allison Bower,Missouri,9.75,6.2733333333333325,2016,9.875,9.756,0.0
1793,Angelina Giancroce,Alabama,9.5,7.408064516129032,2016,0.0,0.0,0.0
1794,Lyanda Dudley,Cornell,9.575,7.559090909090908,2016,9.8,9.651,9.775
1795,Rose Piorkowski,Iowa,9.775,7.695,2016,9.875,9.723,9.85
1796,Stephanie Brock,Penn State,9.85,6.8464285714285715,2011,9.75,9.592,0.0
1797,Tess McCracken,Penn State,9.4,6.301923076923077,2017,0.0,0.0,0.0
1798,Ashley Hiller,Florida,9.775,7.171875,2016,9.7,9.7,0.0
1799,Amanda Cheney,Florida,9.675,5.418749999999999,2016,9.825,9.754,9.74
1800,Lauryn Mattson,Arizona,9.75,7.415217391304346,2016,9.875,9.771,9.83
1801,Rachel Binkley,Western Michigan,9.675,7.342105263157894,2016,9.75,9.617,9.675
1802,Sidney Dukes,Kentucky,9.8,6.764583333333333,2016,9.875,9.791,9.865
1803,Corinne Belkoff,Arizona State,9.6,6.8217741935483875,2016,9.825,9.651,9.78
1804,Jenna Squillo,UIC,9.5,7.048529411764706,2016,9.85,9.58,9.765
1805,Brooke Kelly,Missouri,9.675,5.881481481481481,2016,9.775,9.413,0.0
1806,Julia McLaughlin,George Washington,9.35,7.079000000000002,2016,9.825,9.711,9.795
1807,Michelle Amoresano,Rutgers,9.775,7.448958333333334,2016,9.875,9.691,9.81
1808,Janelle McClelland,Ohio State,9.675,7.484999999999999,2016,9.825,9.745,9.8
1809,Monica Riley,Washington,9.8,6.733928571428572,2017,9.875,9.735,9.815
1810,India Anderson,Temple,9.55,7.621428571428573,2016,9.7,9.627,9.67
1811,Krista Collins,Pittsburgh,9.7,7.468965517241378,2016,9.775,9.579,9.715
1812,Aya Suzuki,UC Davis,9.425,6.377173913043477,2016,0.0,0.0,0.0
1813,Rachael Donovan,Illinois,9.475,6.523529411764705,2016,0.0,0.0,0.0
1814,Chelsea Shu,California,9.65,7.123076923076922,2017,0.0,0.0,0.0
1815,Kelly Martin,Iowa State,9.75,6.646710526315787,2016,9.9,9.722,9.83
1816,Kaitlyn Szafranski,Arizona State,9.725,7.494642857142856,2018,9.85,9.771,9.815
1817,Yasmine Yektaparast,UC Davis,9.4,6.615909090909092,2016,9.775,9.646,9.705
1818,Diana Chesnok,Denver,9.85,7.6175,2016,9.875,9.767,9.86
1819,Madeleine Huber,Missouri,9.775,5.758333333333333,2016,9.875,9.764,9.85
1820,Kaylin Mancari,Alaska,9.25,7.00125,2016,9.5,9.375,0.0
1821,Riahanah Ali,Rutgers,9.775,7.454464285714285,2016,9.85,9.692,9.815
1822,Natasha Trejo,BYU,9.3,5.664843749999998,2016,0.0,0.0,0.0
1823,Katelyn Lentz,Arizona State,9.575,7.586363636363636,2016,9.825,9.68,9.765
1824,Emily Briones,Utah State,9.575,5.375,2016,0.0,0.0,0.0
1825,Josalyn Ray,San Jose State,9.675,6.989999999999999,2016,9.825,9.679,9.79
1826,Grace Broadhurst,Denver,9.675,7.202777777777776,2019,0.0,0.0,0.0
1827,McKenna Singley,Oregon State,9.65,6.789130434782608,2016,9.875,9.773,9.845
1828,Carly Galpin,West Virginia,9.1,7.002631578947367,2016,0.0,0.0,0.0
1829,Tiara Wright,West Virginia,9.475,6.935,2016,0.0,0.0,0.0
1830,Katie Morsefield,Bowling Green,9.725,9.26,2016,9.8,9.66,9.78
1831,Kailey Miller,Central Michigan,9.45,7.443478260869565,2016,9.475,9.425,0.0
1832,Aysia Sharif,Towson,9.425,7.10703125,2016,9.675,9.617,9.605
1833,Roya Shirley,Michigan State,9.65,7.476,2016,9.875,9.713,9.805
1834,Kristyn Hoffa,Washington,9.9,7.461111111111111,2017,9.85,9.774,9.835
1835,Meghan Cash,Brockport,9.25,7.58269230769231,2016,0.0,0.0,0.0
1836,Stephanie Mager,Brockport,9.45,7.5,2016,9.85,9.634,9.785
1837,Kaitlyn Menzione,Ball State,9.7,6.490624999999999,2016,9.875,9.677,9.79
1838,Cheyenne Hill,BYU,9.5,7.658333333333333,2016,9.875,9.714,9.81
1839,Xarria Lewis,Missouri,9.4,6.208333333333333,2016,9.825,9.769,9.805
1840,Brittany Capozzi,Bridgeport,9.375,7.235,2016,9.55,9.488,0.0
1841,Avery Rickett,Alabama,9.35,6.997222222222221,2016,0.0,0.0,0.0
1842,Maryanna Peterson,Seattle Pacific,9.575,7.063235294117647,2016,9.625,9.514,9.56
1843,Sydney Finke,Ball State,9.75,6.916666666666667,2016,9.85,9.728,9.805
1844,Morgan Wilson,Arizona State,9.85,7.415277777777776,2016,9.9,9.799,9.87
1845,Mary Elle Arduino,Towson,9.475,6.25,2016,9.725,9.581,9.685
1846,Kaitlyn Holley,Texas Woman's,9.4,7.169827586206896,2016,9.525,9.5,0.0
1847,Mary Jacobsen,Oregon State,9.575,7.148148148148149,2016,9.95,9.815,9.885
1848,Rachael Underwood,Western Michigan,9.65,7.002083333333334,2016,9.85,9.764,9.845
1849,Cassidy Jung,Brown,9.225,6.762499999999999,2016,9.55,9.55,0.0
1850,Julia Beyer,Bowling Green,9.575,6.793518518518518,2017,0.0,0.0,0.0
1851,Kiya Bjorge,UW-Eau Claire,9.4,6.75,2016,9.45,9.322,9.34
1852,Thomara Powell-Brown,Bridgeport,9.3,6.618333333333332,2016,0.0,0.0,0.0
1853,Carly Clark,Eastern Michigan,9.475,7.152941176470589,2018,0.0,0.0,0.0
1854,Meghan Webb,Hamline,9.225,6.492857142857142,2016,9.525,9.218,9.465
1855,Candis Kowalik,Brockport,9.45,7.056521739130437,2016,9.875,9.571,9.785
1856,Lauren Marshall,UW-Whitewater,9.675,6.821739130434783,2017,9.775,9.569,9.72
1857,Charli Spivey,Pittsburgh,9.325,6.605,2017,9.8,9.652,9.75
1858,Nuriya Mack,Kent State,9.325,5.320588235294117,2018,0.0,0.0,0.0
1859,Julia Green,Brown,9.45,6.90625,2017,9.775,9.623,9.75
1860,Malia Mackey,Cornell,9.725,5.782142857142858,2016,9.875,9.605,9.815
1861,Shynelle Agaran,Maryland,9.55,6.786363636363636,2016,0.0,0.0,0.0
1862,Roxanne Trachtenberg,Yale,9.575,7.936538461538462,2016,9.7,9.438,9.675
1863,Gianna Plaksa,Central Michigan,9.45,6.942187500000001,2016,9.8,9.631,9.765
1864,Aaliyah Kerr,William & Mary,9.15,6.0,2016,0.0,0.0,0.0
1865,Justine Callis,Arizona State,9.125,6.664285714285715,2016,0.0,0.0,0.0
1866,Victoria Gery,Ithaca College,9.15,6.045833333333333,2016,9.65,9.343,9.575
1867,Alberta Massey,Pennsylvania,9.675,7.558333333333334,2016,9.55,9.425,9.4
1868,Erika Houser,Bowling Green,9.45,6.906944444444444,2016,0.0,0.0,0.0
1869,Amy Thomas,Ithaca College,9.35,6.966666666666668,2017,0.0,0.0,0.0
1870,Miranda Murphy,Rhode Island College,9.0,6.683333333333334,2016,9.35,8.999,9.31
1871,Kaylee Cole,Stanford,9.9,6.327173913043479,2017,9.875,9.744,9.84
1872,Alex Marks,Oklahoma,9.875,9.7,2016,9.9,9.823,9.87
1873,Ava Verdeflor,Penn State,9.65,6.75,2018,0.0,0.0,0.0
1874,Rachel Ley,Rutgers,9.45,7.198076923076923,2018,0.0,0.0,0.0
1875,Eileen Imbus,Arizona State,9.5,7.127777777777777,2016,9.6,9.519,0.0
1876,Savanna Maradiaga,BYU,9.25,7.323809523809524,2016,0.0,0.0,0.0
1877,Jiang Braley,Southern Utah,9.55,6.972058823529412,2019,9.675,9.675,0.0
1878,Kiarra Alleyne,Yale,9.55,6.9927083333333355,2016,9.6,9.304,9.41
1879,Marissa Piper,Brockport,9.025,5.875,2016,0.0,0.0,0.0
1880,Mackenzie Packer,Centenary College,8.95,5.449999999999999,2016,0.0,0.0,0.0
1881,Brooke Terry,UW-Stout,9.325,7.6,2017,9.6,9.337,9.515
1882,Rachel Hasting,UW-Stout,9.0,5.025,2016,0.0,0.0,0.0
1883,Madison Dickson,Texas Woman's,9.3,6.32,2016,0.0,0.0,0.0
1884,Sabrina Schwab,Utah,9.575,6.291666666666667,2016,9.825,9.775,0.0
1885,Alaina Kwan,Kentucky,9.775,5.202272727272727,2017,9.875,9.756,9.845
1886,Roxanna Agah,UC Davis,9.3,3.6725,2018,0.0,0.0,0.0
1887,Camille Johnson,UC Davis,9.9,6.893055555555554,2018,9.825,9.714,9.81
1888,Brielle Nguyen,Illinois,9.525,6.833333333333332,2016,0.0,0.0,0.0
1889,Jessica Wang,Yale,9.75,7.885416666666667,2016,9.675,9.431,9.555
1890,Mariana Murphy,Air Force,9.425,7.867857142857142,2016,9.75,9.506,9.72
1891,Dare Maxwell,Stanford,9.35,7.665384615384617,2016,0.0,0.0,0.0
1892,Kelli Chung,Nebraska,9.525,6.362500000000002,2019,0.0,0.0,0.0
1893,Lindsay Riggs,Cortland State,9.225,8.979999999999999,2016,9.35,9.075,0.0
1894,Stephanie Relova,San Jose State,9.25,6.826190476190477,2017,0.0,0.0,0.0
1895,Danielle Spencer-Bearham,Arizona,9.125,2.4805555555555556,2016,0.0,0.0,0.0
1896,Analise Howard,Air Force,9.5,5.4208333333333325,2017,0.0,0.0,0.0
1897,Sofie Seilnacht,California,9.35,5.500000000000001,2016,0.0,0.0,0.0
1898,Haley Lyons,Ithaca College,9.0,6.422727272727272,2016,0.0,0.0,0.0
1899,Taylor Churchill,Rhode Island College,9.1,5.829166666666667,2018,0.0,0.0,0.0
1900,Nicole Hoffman,Stanford,9.4,6.730263157894738,2016,0.0,0.0,0.0
1901,Morgan Hagenbuch,Brown,9.35,7.413636363636364,2016,9.675,9.459,9.545
1902,Christina Luniewicz,Cornell,9.125,6.946551724137931,2017,0.0,0.0,0.0
1903,Gabrielle Hechtman,Brown,9.175,6.353571428571429,2016,9.775,9.543,9.74
1904,Tiffany Coleman,Southern Conn.,9.35,8.969999999999999,2016,9.75,9.447,9.715
1905,Gina Guarnieri,UW-Stout,9.075,8.92,2016,0.0,0.0,0.0
1906,Nicole Swirbalus,Pennsylvania,9.35,6.597916666666667,2016,9.625,9.307,9.57
1907,Lisa O'Donnell,UW-Whitewater,9.3,7.032692307692308,2016,9.725,9.461,9.67
1908,Kayla Rose,Bowling Green,9.425,6.865625,2016,0.0,0.0,0.0
1909,Jessica Jones,Penn State,9.775,6.905172413793103,2016,9.825,9.722,9.76
1910,Sydney Audet,Eastern Michigan,9.45,6.657142857142857,2017,0.0,0.0,0.0
1911,Anna Martucci,Northern Illinois,9.625,5.338095238095239,2016,9.6,9.512,0.0
1912,Katie Jennings,Western Michigan,9.425,9.225,2016,9.8,9.66,9.73
1913,Rachel Creagh,Bowling Green,9.65,7.142045454545454,2016,9.825,9.533,9.55
1914,Miranda Saathoff,Winona State,9.55,5.798000000000001,2016,0.0,0.0,0.0
1915,Dara Williams,Kent State,9.7,5.690277777777777,2016,9.9,9.765,9.825
1916,Sarah Pollman,Illinois State,9.225,9.03,2016,0.0,0.0,0.0
1917,Allison Jahns,UW-La Crosse,9.525,7.704166666666667,2016,9.525,9.336,9.38
1918,Kelsey Ranneklev,Hamline,9.025,6.56875,2016,9.125,8.988,0.0
1919,Alyssa Quinlan,Kent State,9.25,7.330681818181819,2017,0.0,0.0,0.0
1920,Kelsy Kurfirst,Cornell,9.35,6.450000000000001,2016,9.75,9.54,9.72
1921,Abby Ostrovsky,UW-La Crosse,9.625,5.871739130434783,2016,9.625,9.537,0.0
1922,Brittani Lehmen,UW-Stout,8.975,4.475,2016,0.0,0.0,0.0
1923,Megan Hultgren,Eastern Michigan,9.4,5.489062500000002,2016,9.85,9.716,9.81
1924,Paige Nicholas,Northern Illinois,9.5,6.064583333333334,2016,9.725,9.533,9.67
1925,Madison Ward,Utah State,9.575,6.898148148148147,2016,9.85,9.743,9.85
1926,Hannah Norman,Winona State,9.45,5.644444444444446,2017,0.0,0.0,0.0
1927,A'Miracal Phillips,Auburn,9.7,7.344230769230769,2016,9.85,9.736,9.825
1928,Kensleigh Owens,Pittsburgh,9.75,7.415178571428571,2016,9.875,9.708,9.8
1929,Megan McClelland,Maryland,9.45,5.7046875,2016,0.0,0.0,0.0
1930,Morgan Colee,Texas Woman's,9.675,7.002631578947367,2018,9.8,9.655,9.765
1931,Paris Phillips,North Carolina State,9.65,6.470312500000001,2016,9.85,9.746,9.825
1932,Meagan Oscar,Pittsburgh,9.55,7.367999999999999,2016,9.825,9.714,9.795
1933,Katie Webber,William & Mary,9.525,7.314655172413795,2016,9.8,9.641,9.755
1934,Kayleen Burns,Brockport,9.35,6.8109375000000005,2016,9.475,9.175,9.315
1935,Drew Hendershot,Michigan State,9.725,7.327343750000001,2016,9.8,9.677,9.74
1936,Allyson Bell,S.E. Missouri,9.35,7.307142857142858,2016,9.625,9.435,9.565
1937,Alexa Swenn,UW-Oshkosh,9.25,6.606818181818182,2016,0.0,0.0,0.0
1938,Lydia Davis,North Carolina,9.4,6.083333333333334,2017,0.0,0.0,0.0
1939,Jaquie Tun,West Virginia,9.45,7.000862068965517,2016,9.9,9.699,9.825
1940,Eriel Santagado,Rutgers,9.4,2.37,2016,0.0,0.0,0.0
1941,Caroline Moore,Pennsylvania,9.625,7.255263157894736,2016,9.85,9.517,9.795
1942,Clare Mascia,UW-Eau Claire,9.175,5.9375,2016,9.45,9.162,9.24
1943,Sydney Hogan,Iowa,8.95,6.137037037037037,2018,0.0,0.0,0.0
1944,Bailey Fitzpatrick,UW-Whitewater,9.05,6.65625,2016,9.475,9.184,9.3
1945,Mary Korlin-Downs,Minnesota,9.675,5.228571428571428,2018,0.0,0.0,0.0
1946,Destiny Patrick,UW-Whitewater,9.675,7.469736842105262,2016,9.8,9.612,9.705
1947,Madison Reiter,UW-Oshkosh,9.05,8.9375,2016,0.0,0.0,0.0
1948,Natalie Koehler,Winona State,9.325,7.196052631578946,2016,9.4,9.092,9.03
1949,Olivia Vincent,S.E. Missouri,9.375,9.195,2016,9.55,9.55,0.0
1950,Skyler Memmel,Central Michigan,9.475,5.887096774193547,2016,0.0,0.0,0.0
1951,Jordan Ehde,UW-Eau Claire,9.375,4.75673076923077,2016,0.0,0.0,0.0
1952,Brittney Ranti,Towson,8.65,2.8833333333333333,2016,0.0,0.0,0.0
1953,Madison Hargrave,North Carolina,9.7,6.564062499999999,2017,9.875,9.759,9.805
1954,Jamie Kogut,Brockport,9.3,9.084999999999999,2017,0.0,0.0,0.0
1955,Carolyn Nichols,Ithaca College,9.225,6.414285714285715,2016,9.8,9.516,9.76
1956,Maggie Verrette,Ithaca College,9.3,6.131818181818181,2016,9.45,9.182,9.335
1957,Amanda Cioli,Ithaca College,8.925,4.315625,2016,0.0,0.0,0.0
1958,Madison Dwyer,William & Mary,9.6,4.56875,2016,9.7,9.508,9.655
1959,Jessica Clemens,Springfield College,9.25,9.13,2016,9.65,9.407,9.595
1960,Kendra Bushart,Brockport,9.25,6.411363636363637,2016,0.0,0.0,0.0
1961,Alexis Frankowski,Brockport,9.125,6.56815789473684,2019,0.0,0.0,0.0
1962,Aubree Rosa,Kentucky,9.75,7.208823529411765,2016,9.9,9.769,9.88
1963,Taya Yelton,Cortland State,8.975,5.7125,2016,0.0,0.0,0.0
1964,Riley Hill,Air Force,9.4,5.7125,2016,9.75,9.507,9.73
1965,Kaitlyn Schou,Denver,9.775,7.4833333333333325,2016,9.85,9.772,9.85
1966,Brianna Barrett,Illinois State,9.3,7.119444444444445,2016,0.0,0.0,0.0
1967,McKinzie Jones,S.E. Missouri,9.1,7.447916666666667,2016,9.55,9.458,9.44
1968,Malory Rose,Washington,9.0,2.66,2016,0.0,0.0,0.0
1969,Abby Helmke,UW-Whitewater,9.275,8.74375,2018,0.0,0.0,0.0
1970,Emily Basara,Northern Illinois,9.675,6.26904761904762,2018,0.0,0.0,0.0
1971,Brittini Chappell,Michigan State,9.8,7.483035714285714,2017,9.6,9.542,0.0
1972,Rachel Cutler,Minnesota,9.625,6.428125,2016,0.0,0.0,0.0
1973,Janelle Kopa,UW-La Crosse,9.2,5.079761904761904,2016,0.0,0.0,0.0
1974,Lauren DeMeno,Bowling Green,9.75,6.655952380952383,2016,9.875,9.722,9.85
1975,Erin Tucker,Towson,9.825,7.149218749999999,2016,9.85,9.747,9.8
1976,Caitlyn McBride,Ithaca College,8.9,7.154166666666667,2016,0.0,0.0,0.0
1977,Jillian Falduto,Ursinus College,8.775,6.38125,2016,9.125,9.125,0.0
1978,Kylyn Dawkins,Southern Conn.,9.525,7.205,2016,9.675,9.518,9.635
1979,Madison Howell,Ball State,9.75,6.5205882352941185,2016,0.0,0.0,0.0
1980,Ellie Pascoe-Long,San Jose State,9.475,9.368749999999999,2016,9.875,9.729,9.83
1981,Alex Lacey,Ursinus College,9.175,9.175,2018,9.475,9.369,0.0
1982,Jessie Bastardi,Penn State,9.275,9.025,2019,9.375,9.375,0.0
1983,Emily Loughery,West Chester,8.325,1.6025,2016,0.0,0.0,0.0
1984,Anna Cho,Winona State,8.95,8.7,2016,8.4,8.4,0.0
1985,Aspen Hattley,Centenary College,9.35,9.191666666666666,2016,9.625,9.431,9.595
1986,Natalie Scates,Centenary College,8.1,2.6999999999999997,2017,0.0,0.0,0.0
1987,Chelsea Gray,UW-Stout,8.3,5.5,2016,0.0,0.0,0.0
1988,Elizabeth Sander,Centenary College,0.0,0.0,2016,9.0,9.0,0.0
1989,Marielle Mitchell,BYU,9.425,3.446875,2017,0.0,0.0,0.0
1990,Melissa Doucette,Alaska,9.85,7.675,2011,9.875,9.731,9.855
1991,Houry Gebeshian,Iowa,9.625,9.625,2009,9.925,9.768,9.845
1992,Cortni Baker,Towson,9.6,7.657954545454547,2016,9.9,9.685,9.855
1993,Amanda Malo,Gustavus Adolphus,9.225,7.1,2016,9.55,9.305,9.47
1994,Brittany Gutzkow,UW-La Crosse,9.1,7.0125,2019,0.0,0.0,0.0
1995,Samantha Henry,Cornell,9.525,6.408870967741935,2017,9.725,9.554,9.69
1996,Jordan Ehde,UW-Eau Claire,9.375,4.75673076923077,2016,0.0,0.0,0.0
1997,Leah Heilig,Gustavus Adolphus,9.0,3.8472222222222223,2017,9.475,9.245,9.39
1998,Megan Fayler,UW-Eau Claire,0.0,0.0,2017,0.0,0.0,0.0
1999,Cydney Kone,Sacramento State,9.175,9.075000000000001,2018,0.0,0.0,0.0
2000,Michelle Shalit,San Jose State,9.15,8.89375,2017,0.0,0.0,0.0
2001,Amanda Bertorello,Maryland,9.05,3.958333333333333,2016,0.0,0.0,0.0
2002,Emma Engler,Auburn,9.825,7.257142857142856,2016,9.825,9.742,9.8
2003,MacKenzie Nicholson,UW-Stout,9.525,6.320312500000001,2017,9.475,9.237,9.385
2004,Bailey Finin,UW-Oshkosh,9.375,9.183333333333334,2016,0.0,0.0,0.0
2005,Madison Preston,UCLA,9.9,7.232142857142858,2016,9.95,9.714,9.875
2006,Clair Kaji,Iowa,9.5,9.3625,2017,0.0,0.0,0.0
2007,Carly Pratt,Sacramento State,9.4,9.28125,2016,0.0,0.0,0.0
2008,Jenna Cashmore,Texas Woman's,9.375,6.548611111111111,2016,9.675,9.577,9.61
2009,Sarah Finnegan,LSU,9.7,3.865,2016,9.95,9.857,9.913
2010,Mikailla Northern,UIC,9.75,6.3875,2016,9.875,9.753,9.84
2011,Kasey Janowicz,Central Michigan,9.725,8.12142857142857,2016,9.875,9.748,9.86
2012,Allison Broad,UIC,9.3,9.05,2016,9.825,9.588,9.775
2013,Natalie Rainbolt,Utah State,9.45,6.759210526315789,2016,0.0,0.0,0.0
2014,Mackinzie Kane,Arizona,9.375,9.375,2019,9.725,9.615,9.645
2015,Trinity Thomas,Florida,9.8,7.78125,2019,10.0,9.898,9.988
2016,Megan Schweihofer,Nebraska,9.8,7.476562499999999,2016,9.9125,9.819,9.9
2017,Darby Slater,Hamline,8.8,8.8,2016,9.575,9.003,9.28
2018,Emily Luers,Air Force,9.4,5.199999999999999,2017,0.0,0.0,0.0
2019,Nicole Lehrmann,Oklahoma,9.925,7.902173913043477,2016,9.95,9.867,9.92
2020,Kara Jones,UC Davis,9.7,7.421428571428571,2016,9.825,9.67,9.77
2021,Ali Berry,UW-La Crosse,0.0,0.0,2012,9.6,9.226,9.555
2022,Rita Koenigbauer,Air Force,0.0,0.0,2017,0.0,0.0,0.0
2023,Haylie Hendrickson,Arizona,9.45,6.271739130434783,2017,0.0,0.0,0.0
2024,Maddie Desch,Alabama,9.775,9.775,2017,9.95,9.762,9.86
2025,Kelly Johnston,Winona State,9.1,9.1,2017,9.375,9.375,0.0
2026,Sabrina Gill,Oregon State,0.0,0.0,2017,9.85,9.764,9.805
2027,Hailee Hoffman,Stanford,9.7,7.170833333333333,2017,9.8,9.5,9.715
2028,Quinn Skrupa,Central Michigan,8.45,8.45,2022,9.8,9.703,9.71
2029,Katlyn Turek,UW-Whitewater,9.325,7.4875,2017,9.4,8.95,0.0
2030,Kylee Gauna,Seattle Pacific,9.175,6.227500000000001,2017,0.0,0.0,0.0
2031,Kaitlin Deguzman,Kentucky,9.6,7.0,2021,0.0,0.0,0.0
2032,Alyona Shchennikova,LSU,9.6,7.244444444444444,2021,9.95,9.805,9.905
2033,Andavea Alexander,Lindenwood,9.1,8.85,2016,0.0,0.0,0.0
2034,Christina Desiderio,LSU,9.725,7.388888888888888,2018,0.0,0.0,0.0
2035,Erica Roth,Brockport,9.075,4.346875,2016,9.35,9.35,0.0
2036,Lacy Dagen,Florida,9.9,6.864705882352942,2017,9.9,9.771,9.865
2037,Reese Mcclure,Maryland,9.0,9.0,2021,9.9,9.787,9.835
2038,McKenna Kelley,LSU,9.75,7.098749999999999,2016,9.925,9.852,9.883
2039,Sydney Townsend,Southern Utah,9.725,6.864473684210527,2014,0.0,0.0,0.0
2040,Kirsten Peterman,Maryland,9.75,9.75,2017,9.8,9.71,9.785
2041,Jamie DeCicco,North Carolina,8.85,8.7,2018,0.0,0.0,0.0
2042,Morgan Hunker,Pennsylvania,9.6,6.748214285714284,2016,9.6,9.339,9.365
2043,Alexis DaFonseca,Rhode Island College,0.0,0.0,2016,0.0,0.0,0.0
2044,Kate Voracek,UW-Stout,8.1,2.6999999999999997,2016,0.0,0.0,0.0
2045,Sydney Snead,Georgia,10.0,7.159259259259258,2016,9.95,9.875,9.95
2046,Jessica Ling,Michigan State,9.65,6.432812500000001,2016,0.0,0.0,0.0
